Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Boston, MA metro area",12-May,$340K,5.00%,3.00%,"4,273",30.60%,28.70%,"6,350",-6.10%,-6.20%,"25,764",3.10%,-6.70%,93,-15,-4,97.20%,0.60%,0.80%
"Boston, MA metro area",12-Apr,$324K,6.10%,2.20%,"3,271",13.00%,18.40%,"6,764",-5.90%,-7.50%,"24,988",10.00%,-2.70%,108,-37,-17,96.60%,0.40%,0.40%
"Boston, MA metro area",12-Jun,$375K,10.30%,3.70%,"5,284",23.70%,16.80%,"5,459",-14.00%,-9.60%,"24,472",-5.00%,-10.20%,93,0,0,97.30%,0.10%,0.70%
"Boston, MA metro area",13-May,$365K,4.30%,7.40%,"4,632",34.70%,8.40%,"7,763",-1.10%,22.30%,"23,043",10.10%,-10.60%,78,-7,-15,98.60%,0.40%,1.40%
"Boston, MA metro area",12-Mar,$305K,5.20%,1.70%,"2,895",33.50%,16.00%,"7,188",48.70%,-0.20%,"22,710",15.60%,1.10%,145,2,-3,96.20%,0.50%,0.40%
"Boston, MA metro area",12-Jul,$360K,-4.00%,1.40%,"4,756",-10.00%,26.90%,"4,342",-20.50%,-3.70%,"22,699",-7.20%,-13.00%,95,2,-3,97.30%,-0.10%,0.70%
"Boston, MA metro area",13-Jun,$390K,6.80%,4.00%,"5,621",21.40%,6.40%,"6,142",-20.90%,12.50%,"22,625",-1.80%,-7.50%,78,0,-15,99.00%,0.40%,1.70%
"Boston, MA metro area",14-Jun,$412K,7.00%,5.60%,"5,631",26.50%,0.20%,"6,683",-13.50%,8.80%,"22,171",0.60%,-2.00%,75,2,-3,99.50%,0.20%,0.50%
"Boston, MA metro area",14-May,$385K,4.90%,5.50%,"4,453",34.30%,-3.90%,"7,725",3.80%,-0.50%,"22,040",11.20%,-4.40%,73,-4,-5,99.30%,0.40%,0.70%
"Boston, MA metro area",14-Jul,$405K,-1.70%,4.90%,"5,615",-0.30%,-4.40%,"5,277",-21.00%,3.90%,"20,946",-5.50%,0.60%,75,0,-5,99.20%,-0.30%,0.20%
"Boston, MA metro area",13-Apr,$350K,7.70%,8.10%,"3,440",20.90%,5.20%,"7,846",39.70%,16.00%,"20,922",20.30%,-16.30%,85,-27,-23,98.20%,0.90%,1.60%
"Boston, MA metro area",13-Jul,$386K,-1.00%,7.20%,"5,872",4.50%,23.50%,"5,078",-17.30%,17.00%,"20,811",-8.00%,-8.30%,80,2,-15,99.00%,0.00%,1.80%
"Boston, MA metro area",12-Sep,$335K,-5.60%,2.00%,"3,429",-33.20%,6.60%,"5,179",23.10%,-1.70%,"20,738",1.60%,-14.80%,105,3,-15,97.20%,-0.10%,0.90%
"Boston, MA metro area",12-Aug,$355K,-1.40%,1.50%,"5,134",7.90%,25.90%,"4,207",-3.10%,-3.30%,"20,421",-10.00%,-16.40%,102,7,-4,97.20%,0.00%,0.90%
"Boston, MA metro area",14-Apr,$367K,1.60%,4.90%,"3,315",19.50%,-3.60%,"7,444",25.70%,-5.10%,"19,814",18.90%,-5.30%,77,-18,-8,98.90%,0.50%,0.70%
"Boston, MA metro area",12-Oct,$325K,-3.00%,8.30%,"3,472",1.30%,26.00%,"4,169",-19.50%,1.20%,"19,804",-4.50%,-15.50%,105,0,-20,97.20%,0.00%,1.40%
"Boston, MA metro area",12-Feb,$290K,-4.30%,0.20%,"2,169",2.50%,31.50%,"4,834",29.20%,32.90%,"19,651",9.30%,3.00%,143,10,-4,95.70%,-0.10%,0.00%
"Boston, MA metro area",13-Sep,$370K,-3.90%,10.40%,"4,162",-26.80%,21.40%,"5,863",22.60%,13.20%,"19,428",2.60%,-6.30%,85,3,-20,98.50%,-0.30%,1.40%
"Boston, MA metro area",14-Sep,$377K,-5.70%,2.00%,"4,085",-21.70%,-1.90%,"5,828",35.00%,-0.60%,"19,247",1.80%,-0.90%,83,5,-2,98.40%,-0.60%,-0.20%
"Boston, MA metro area",13-Aug,$385K,-0.30%,8.50%,"5,685",-3.20%,10.70%,"4,782",-5.80%,13.70%,"18,933",-9.00%,-7.30%,82,2,-20,98.80%,-0.20%,1.60%
"Boston, MA metro area",14-Aug,$400K,-1.30%,3.90%,"5,220",-7.00%,-8.20%,"4,318",-18.20%,-9.70%,"18,908",-9.70%,-0.10%,78,3,-4,98.90%,-0.30%,0.10%
"Boston, MA metro area",13-Oct,$360K,-2.70%,10.80%,"3,953",-5.00%,13.90%,"4,886",-16.70%,17.20%,"18,806",-3.20%,-5.00%,79,-6,-26,98.30%,-0.20%,1.20%
"Boston, MA metro area",14-Oct,$370K,-1.90%,2.80%,"4,009",-1.90%,1.40%,"4,921",-15.60%,0.70%,"18,622",-3.20%,-1.00%,83,0,4,98.20%,-0.20%,-0.20%
"Boston, MA metro area",12-Jan,$303K,-3.80%,-2.30%,"2,117",-32.00%,1.40%,"3,742",89.10%,15.10%,"17,979",2.00%,-1.60%,133,6,1,95.70%,-0.10%,0.00%
"Boston, MA metro area",13-Mar,$325K,2.50%,6.60%,"2,845",35.70%,-1.70%,"5,616",39.90%,-21.90%,"17,386",13.10%,-23.40%,112,-14,-33,97.30%,0.40%,1.20%
"Boston, MA metro area",12-Nov,$337K,3.80%,4.70%,"3,822",10.10%,32.50%,"2,815",-32.50%,-3.20%,"17,120",-13.60%,-18.00%,99,-6,-22,97.20%,0.10%,1.20%
"Boston, MA metro area",14-Mar,$361K,6.30%,11.20%,"2,775",34.70%,-2.50%,"5,924",49.40%,5.50%,"16,663",16.20%,-4.20%,95,-19,-17,98.40%,0.70%,1.10%
"Boston, MA metro area",13-Nov,$362K,0.60%,7.30%,"3,625",-8.30%,-5.20%,"2,964",-39.30%,5.30%,"16,576",-11.90%,-3.20%,81,2,-18,98.10%,-0.20%,0.90%
"Boston, MA metro area",14-Nov,$382K,3.10%,5.40%,"3,415",-14.80%,-5.80%,"2,803",-43.00%,-5.40%,"16,323",-12.30%,-1.50%,78,-5,-3,98.10%,0.00%,0.00%
"Boston, MA metro area",13-Feb,$317K,-2.50%,9.30%,"2,097",-18.00%,-3.30%,"4,015",9.00%,-16.90%,"15,369",8.90%,-21.80%,126,12,-17,96.90%,0.00%,1.20%
"Boston, MA metro area",14-Feb,$340K,-6.80%,7.30%,"2,060",-20.60%,-1.80%,"3,964",21.00%,-1.30%,"14,342",9.50%,-6.70%,114,13,-12,97.70%,-0.10%,0.80%
"Boston, MA metro area",13-Jan,$325K,-5.10%,7.30%,"2,558",-28.90%,20.80%,"3,684",118.00%,-1.50%,"14,117",1.60%,-21.50%,114,12,-19,97.00%,-0.30%,1.20%
"Boston, MA metro area",12-Dec,$343K,1.60%,8.70%,"3,597",-5.90%,15.50%,"1,690",-40.00%,-14.60%,"13,892",-18.90%,-21.20%,102,3,-25,97.20%,0.00%,1.30%
"Boston, MA metro area",13-Dec,$371K,2.50%,8.30%,"3,820",5.40%,6.20%,"1,847",-37.70%,9.30%,"13,183",-20.50%,-5.10%,86,5,-16,97.90%,-0.20%,0.70%
"Boston, MA metro area",14-Jan,$365K,-1.60%,12.30%,"2,594",-32.10%,1.40%,"3,276",77.40%,-11.10%,"13,098",-0.60%,-7.20%,101,15,-13,97.80%,-0.10%,0.80%
"Boston, MA metro area",15-Sep,$395K,-6.00%,4.70%,"4,714",-18.80%,15.40%,"6,499",27.00%,11.50%,"12,946",7.80%,-32.70%,20,4,-63,98.90%,-0.60%,0.60%
"Boston, MA metro area",15-Jun,$425K,4.90%,3.20%,"6,226",54.10%,10.60%,"7,689",-9.10%,15.10%,"12,590",2.70%,-43.20%,10,-3,-65,100.10%,0.40%,0.60%
"Boston, MA metro area",14-Dec,$390K,2.20%,5.10%,"3,990",16.80%,4.50%,"1,895",-32.40%,2.60%,"12,569",-23.00%,-4.70%,86,8,0,98.10%,-0.10%,0.20%
"Boston, MA metro area",15-Jul,$425K,0.00%,4.90%,"6,405",2.90%,14.10%,"5,854",-23.90%,10.90%,"12,331",-2.10%,-41.10%,12,2,-63,99.90%,-0.10%,0.70%
"Boston, MA metro area",15-May,$405K,5.20%,5.20%,"4,041",34.60%,-9.30%,"8,463",1.60%,9.60%,"12,258",13.70%,-44.40%,13,-37,-60,99.70%,0.80%,0.40%
"Boston, MA metro area",19-Jun,$529K,1.70%,3.00%,"5,749",14.50%,-9.40%,"6,630",-20.80%,-4.20%,"12,184",16.40%,29.70%,10,-1,1,100.30%,0.10%,-0.90%
"Boston, MA metro area",15-Oct,$390K,-1.30%,5.40%,"4,309",-8.60%,7.50%,"5,269",-18.90%,7.10%,"12,135",-6.30%,-34.80%,22,2,-61,98.70%,-0.30%,0.50%
"Boston, MA metro area",15-Jan,$385K,-1.30%,5.50%,"2,510",-37.10%,-3.20%,"2,952",55.80%,-9.90%,"12,076",-3.90%,-7.80%,101,15,0,98.00%,-0.10%,0.30%
"Boston, MA metro area",15-Aug,$420K,-1.20%,5.00%,"5,805",-9.40%,11.20%,"5,116",-12.60%,18.50%,"12,006",-2.60%,-36.50%,16,4,-62,99.50%,-0.40%,0.60%
"Boston, MA metro area",19-Sep,$490K,-4.90%,4.30%,"4,199",-27.10%,4.40%,"6,554",46.80%,0.20%,"11,818",14.60%,11.40%,27,4,10,99.50%,-0.30%,-0.30%
"Boston, MA metro area",19-Jul,$530K,0.20%,2.90%,"5,760",0.20%,-1.50%,"5,009",-24.40%,-5.40%,"11,228",-7.80%,24.00%,15,5,6,100.20%,-0.20%,-0.90%
"Boston, MA metro area",19-Oct,$485K,-1.00%,3.20%,"4,327",3.00%,-0.20%,"5,344",-18.50%,-4.90%,"11,128",-5.80%,5.00%,27,0,11,99.40%,-0.10%,-0.30%
"Boston, MA metro area",16-Sep,$419K,-4.50%,6.10%,"4,700",-21.40%,-0.30%,"6,303",30.20%,-3.00%,"10,839",10.30%,-16.30%,17,3,-3,99.40%,-0.40%,0.50%
"Boston, MA metro area",15-Apr,$385K,2.90%,4.90%,"3,003",15.40%,-9.40%,"8,333",50.30%,11.90%,"10,783",16.90%,-45.60%,50,-49,-27,98.90%,0.40%,0.00%
"Boston, MA metro area",18-Sep,$470K,-6.00%,4.50%,"4,022",-34.10%,-10.10%,"6,539",29.60%,4.00%,"10,608",18.40%,12.40%,17,4,2,99.80%,-0.50%,-0.30%
"Boston, MA metro area",18-Oct,$470K,0.00%,5.30%,"4,336",7.80%,-1.00%,"5,622",-14.00%,16.60%,"10,601",-0.10%,21.90%,16,-1,2,99.70%,-0.10%,-0.30%
"Boston, MA metro area",16-Jun,$449K,5.60%,5.60%,"6,475",39.80%,4.00%,"7,083",-1.50%,-7.90%,"10,579",4.60%,-16.00%,10,-1,0,100.20%,0.20%,0.20%
"Boston, MA metro area",19-May,$520K,7.20%,5.10%,"5,019",32.00%,7.90%,"8,370",17.20%,-0.30%,"10,463",18.00%,14.70%,11,-3,2,100.30%,0.50%,-1.10%
"Boston, MA metro area",16-Jul,$445K,-0.90%,4.70%,"5,472",-15.50%,-14.60%,"5,204",-26.50%,-11.10%,"10,373",-1.90%,-15.90%,11,1,-1,100.20%,-0.10%,0.20%
"Boston, MA metro area",19-Aug,$515K,-2.80%,3.00%,"5,759",0.00%,-5.60%,"4,465",-10.90%,-11.50%,"10,308",-8.20%,15.00%,23,8,10,99.80%,-0.40%,-0.50%
"Boston, MA metro area",15-Nov,$400K,2.60%,4.80%,"3,695",-14.20%,8.20%,"3,293",-37.50%,17.50%,"10,234",-15.70%,-37.30%,23,1,-55,98.70%,0.00%,0.60%
"Boston, MA metro area",15-Feb,$368K,-4.40%,8.20%,"2,022",-19.40%,-1.80%,"2,423",-17.90%,-38.90%,"10,146",-16.00%,-29.30%,109,8,-5,97.80%,-0.20%,0.10%
"Boston, MA metro area",16-May,$425K,2.40%,4.90%,"4,631",26.20%,14.60%,"7,191",0.90%,-15.00%,"10,118",2.40%,-17.50%,11,-5,-2,100.10%,0.60%,0.40%
"Boston, MA metro area",16-Oct,$415K,-1.00%,6.40%,"4,098",-12.80%,-4.90%,"4,641",-26.40%,-11.90%,"9,972",-8.00%,-17.80%,19,2,-3,99.20%,-0.20%,0.60%
"Boston, MA metro area",16-Apr,$415K,6.40%,7.80%,"3,669",14.50%,22.20%,"7,127",0.40%,-14.50%,"9,879",8.10%,-8.40%,16,-14,-34,99.50%,0.60%,0.60%
"Boston, MA metro area",16-Aug,$439K,-1.40%,4.50%,"5,977",9.20%,3.00%,"4,840",-7.00%,-5.40%,"9,830",-5.20%,-18.10%,14,3,-2,99.90%,-0.30%,0.40%
"Boston, MA metro area",17-Sep,$450K,-3.20%,7.40%,"4,474",-23.90%,-4.80%,"6,289",27.20%,-0.20%,"9,437",11.20%,-12.90%,15,2,-2,100.00%,-0.40%,0.60%
"Boston, MA metro area",20-Sep,$560K,-1.60%,14.30%,"5,237",-5.90%,24.70%,"6,892",19.10%,5.20%,"9,436",11.50%,-20.20%,20,-1,-7,101.00%,0.20%,1.60%
"Boston, MA metro area",18-Jun,$514K,3.70%,8.10%,"6,343",36.30%,-2.50%,"6,920",-17.60%,0.80%,"9,394",3.00%,4.00%,9,0,0,101.30%,-0.10%,0.10%
"Boston, MA metro area",20-Oct,$550K,-1.80%,13.40%,"5,265",0.50%,21.70%,"6,235",-9.50%,16.70%,"9,310",-1.30%,-16.30%,20,0,-7,101.20%,0.20%,1.80%
"Boston, MA metro area",15-Mar,$374K,1.60%,3.50%,"2,603",28.70%,-6.20%,"5,543",128.80%,-6.40%,"9,222",-9.10%,-44.70%,99,-10,4,98.40%,0.60%,0.10%
"Boston, MA metro area",16-Mar,$390K,4.00%,4.30%,"3,203",35.10%,23.10%,"7,098",75.90%,28.10%,"9,135",18.30%,-0.90%,30,-16,-69,98.90%,0.70%,0.40%
"Boston, MA metro area",18-May,$495K,2.20%,8.80%,"4,652",28.20%,-1.00%,"8,398",13.70%,9.80%,"9,121",19.80%,2.20%,9,-1,-1,101.30%,0.40%,0.40%
"Boston, MA metro area",18-Nov,$475K,1.10%,4.40%,"4,523",4.30%,-0.60%,"3,499",-37.80%,-3.20%,"9,097",-14.20%,21.70%,17,1,2,99.40%,-0.30%,-0.40%
"Boston, MA metro area",18-Jul,$515K,0.30%,8.40%,"5,848",-7.80%,6.60%,"5,293",-23.50%,3.20%,"9,056",-3.60%,2.10%,9,0,-1,101.10%,-0.10%,0.10%
"Boston, MA metro area",17-Jun,$475K,4.40%,5.80%,"6,504",38.40%,0.40%,"6,862",-10.30%,-3.10%,"9,037",1.20%,-14.60%,9,-1,-1,101.20%,0.20%,0.90%
"Boston, MA metro area",20-Jun,$540K,1.90%,2.10%,"4,134",33.50%,-28.10%,"6,873",23.30%,3.70%,"8,993",4.70%,-26.20%,22,1,12,99.90%,0.10%,-0.40%
"Boston, MA metro area",18-Aug,$500K,-2.90%,7.50%,"6,099",4.30%,3.70%,"5,044",-4.70%,2.00%,"8,963",-1.00%,5.60%,13,4,0,100.30%,-0.90%,-0.20%
"Boston, MA metro area",20-Jul,$555K,2.70%,4.70%,"5,506",33.20%,-4.40%,"6,428",-6.50%,28.30%,"8,960",-0.40%,-20.20%,20,-2,5,100.60%,0.70%,0.40%
"Boston, MA metro area",17-May,$455K,2.10%,7.10%,"4,701",43.40%,1.50%,"7,651",18.10%,6.40%,"8,929",8.40%,-11.80%,10,-2,-1,100.90%,0.60%,0.90%
"Boston, MA metro area",17-Jul,$475K,0.00%,6.70%,"5,485",-15.70%,0.20%,"5,131",-25.20%,-1.40%,"8,872",-1.80%,-14.50%,10,1,-1,101.00%,-0.10%,0.90%
"Boston, MA metro area",19-Apr,$485K,2.10%,0.10%,"3,803",14.50%,4.80%,"7,142",18.90%,-3.30%,"8,864",13.20%,16.40%,14,-9,4,99.80%,0.40%,-1.20%
"Boston, MA metro area",19-Nov,$492K,1.30%,3.50%,"4,115",-4.90%,-9.00%,"2,913",-45.50%,-16.70%,"8,713",-21.70%,-4.20%,27,0,10,99.40%,0.00%,0.00%
"Boston, MA metro area",17-Oct,$446K,-0.80%,7.50%,"4,380",-2.10%,6.90%,"4,822",-23.30%,3.90%,"8,699",-7.80%,-12.80%,14,-1,-5,100.00%,-0.10%,0.70%
"Boston, MA metro area",20-May,$530K,-1.40%,1.90%,"3,096",-3.30%,-38.30%,"5,575",69.30%,-33.40%,"8,590",14.00%,-17.90%,21,1,10,99.80%,-0.70%,-0.50%
"Boston, MA metro area",17-Aug,$465K,-2.10%,6.00%,"5,880",7.20%,-1.60%,"4,943",-3.70%,2.10%,"8,485",-4.40%,-13.70%,13,3,-1,100.40%,-0.60%,0.60%
"Boston, MA metro area",20-Aug,$569K,2.60%,10.50%,"5,566",1.10%,-3.40%,"5,786",-10.00%,29.60%,"8,464",-5.50%,-17.90%,21,1,-2,100.80%,0.20%,1.10%
"Boston, MA metro area",16-Nov,$427K,3.00%,6.80%,"4,381",6.90%,18.60%,"3,312",-28.60%,0.60%,"8,308",-16.70%,-18.80%,18,-1,-5,99.40%,0.10%,0.70%
"Boston, MA metro area",17-Apr,$446K,3.40%,7.30%,"3,279",-5.30%,-10.60%,"6,479",1.80%,-9.10%,"8,238",12.50%,-16.60%,12,-9,-4,100.30%,0.70%,0.80%
"Boston, MA metro area",15-Dec,$400K,0.00%,2.60%,"4,483",21.30%,12.40%,"2,111",-35.90%,11.40%,"8,081",-21.00%,-35.70%,28,5,-58,98.40%,-0.30%,0.30%
"Boston, MA metro area",21-Sep,$605K,-3.20%,8.00%,"5,128",-9.90%,-2.10%,"6,603",32.20%,-4.20%,"7,889",20.40%,-16.40%,20,1,0,102.80%,-0.70%,1.80%
"Boston, MA metro area",19-Mar,$475K,4.40%,2.20%,"3,320",33.50%,3.80%,"6,005",50.70%,13.10%,"7,831",9.30%,32.40%,23,-16,6,99.30%,0.90%,-0.70%
"Boston, MA metro area",16-Jan,$395K,-1.30%,2.60%,"3,082",-31.30%,22.80%,"3,309",56.80%,12.10%,"7,782",-3.70%,-35.60%,35,7,-66,98.10%,-0.30%,0.10%
"Boston, MA metro area",16-Feb,$375K,-5.10%,1.90%,"2,370",-23.10%,17.20%,"4,035",21.90%,66.50%,"7,721",-0.80%,-23.90%,46,11,-63,98.10%,0.00%,0.30%
"Boston, MA metro area",18-Apr,$484K,4.20%,8.70%,"3,630",13.50%,10.70%,"7,387",39.10%,14.00%,"7,614",28.70%,-7.60%,10,-7,-2,101.00%,0.90%,0.70%
"Boston, MA metro area",20-Apr,$538K,3.40%,10.90%,"3,202",-1.30%,-15.80%,"3,292",-37.40%,-53.90%,"7,537",2.30%,-15.00%,20,-5,6,100.50%,0.40%,0.70%
"Boston, MA metro area",17-Nov,$455K,1.90%,6.50%,"4,552",3.90%,3.90%,"3,613",-25.10%,9.10%,"7,476",-14.10%,-10.00%,15,1,-3,99.80%,-0.20%,0.40%
"Boston, MA metro area",20-Nov,$550K,0.00%,11.90%,"4,667",-11.40%,13.40%,"3,626",-41.80%,24.50%,"7,383",-20.70%,-15.30%,21,1,-6,101.40%,0.20%,2.00%
"Boston, MA metro area",20-Mar,$520K,4.50%,9.50%,"3,244",33.70%,-2.30%,"5,259",16.40%,-12.40%,"7,369",3.40%,-5.90%,25,-23,2,100.00%,1.10%,0.70%
"Boston, MA metro area",17-Mar,$431K,7.70%,10.50%,"3,461",55.20%,8.10%,"6,366",71.20%,-10.30%,"7,323",13.40%,-19.80%,21,-14,-9,99.60%,0.70%,0.80%
"Boston, MA metro area",22-Sep,$650K,-3.70%,7.40%,"4,026",-18.00%,-21.50%,"5,155",29.80%,-21.90%,"7,281",14.40%,-7.70%,21,1,1,101.30%,-0.80%,-1.50%
"Boston, MA metro area",22-Jul,$685K,-2.80%,7.90%,"4,663",-18.40%,-20.90%,"4,796",-29.60%,-14.60%,"7,263",0.80%,1.90%,18,2,0,104.20%,-1.80%,-0.30%
"Boston, MA metro area",22-Jun,$705K,2.20%,8.50%,"5,716",26.20%,-11.10%,"6,813",7.40%,-9.40%,"7,208",20.30%,2.60%,16,0,-1,105.90%,-0.40%,0.80%
"Boston, MA metro area",19-Feb,$455K,-4.20%,3.40%,"2,486",-10.50%,14.70%,"3,985",4.20%,-4.80%,"7,165",2.50%,25.90%,39,5,10,98.40%,-0.10%,-0.90%
"Boston, MA metro area",21-Jul,$635K,-2.30%,14.40%,"5,895",-8.30%,7.10%,"5,617",-25.30%,-12.60%,"7,125",1.40%,-20.50%,18,1,-2,104.50%,-0.60%,3.90%
"Boston, MA metro area",20-Feb,$498K,-1.40%,9.40%,"2,427",-20.70%,-2.40%,"4,519",35.60%,13.40%,"7,124",12.30%,-0.60%,48,6,9,98.90%,0.30%,0.50%
"Boston, MA metro area",21-Jun,$650K,4.80%,20.40%,"6,429",31.60%,55.50%,"7,521",22.80%,9.40%,"7,028",14.30%,-21.90%,17,-1,-5,105.10%,0.90%,5.20%
"Boston, MA metro area",24-Sep,$705K,-3.40%,2.90%,"3,067",-20.80%,0.10%,"5,171",60.80%,15.90%,"7,010",24.30%,19.00%,21,1,1,100.90%,-0.70%,-1.20%
"Boston, MA metro area",19-Jan,$475K,3.80%,4.40%,"2,779",-26.30%,-9.10%,"3,826",126.90%,27.40%,"6,993",0.00%,33.20%,34,11,9,98.60%,-0.30%,-0.60%
"Boston, MA metro area",18-Dec,$458K,-3.60%,0.60%,"3,769",-16.70%,-5.70%,"1,686",-51.80%,-2.80%,"6,992",-23.10%,26.40%,23,6,2,98.90%,-0.50%,-0.60%
"Boston, MA metro area",22-Oct,$630K,-3.10%,5.00%,"3,438",-14.60%,-22.80%,"3,890",-24.50%,-18.40%,"6,885",-5.40%,0.50%,21,0,1,100.70%,-0.60%,-1.60%
"Boston, MA metro area",21-Oct,$600K,-0.80%,9.10%,"4,455",-13.10%,-15.40%,"4,765",-27.80%,-23.60%,"6,852",-13.10%,-26.40%,20,0,0,102.30%,-0.50%,1.10%
"Boston, MA metro area",24-Oct,$710K,0.70%,3.60%,"3,407",11.10%,13.00%,"4,323",-16.40%,13.90%,"6,773",-3.40%,16.00%,21,0,2,101.30%,0.40%,-0.70%
"Boston, MA metro area",24-Jun,$772K,5.00%,5.70%,"4,088",12.60%,-8.80%,"4,819",-17.20%,9.80%,"6,683",3.90%,25.40%,18,0,0,103.30%,-0.10%,-0.40%
"Boston, MA metro area",21-Aug,$625K,-1.60%,9.80%,"5,693",-3.40%,2.30%,"4,993",-11.10%,-13.70%,"6,553",-8.00%,-22.60%,19,1,-2,103.60%,-0.90%,2.70%
"Boston, MA metro area",21-Apr,$601K,4.30%,11.80%,"4,295",17.30%,34.10%,"6,968",12.40%,111.70%,"6,520",15.60%,-13.50%,19,-1,-1,103.20%,1.00%,2.70%
"Boston, MA metro area",16-Dec,$420K,-1.70%,5.00%,"4,373",-0.20%,-2.50%,"1,872",-43.50%,-11.30%,"6,518",-21.50%,-19.30%,24,6,-4,98.90%,-0.40%,0.50%
"Boston, MA metro area",17-Feb,$400K,-5.20%,6.70%,"2,230",-30.40%,-5.90%,"3,719",7.40%,-7.80%,"6,459",1.80%,-16.30%,35,5,-11,98.90%,0.20%,0.80%
"Boston, MA metro area",24-May,$735K,2.80%,5.00%,"3,630",23.70%,5.30%,"5,817",13.40%,12.20%,"6,432",17.60%,16.20%,18,0,0,103.30%,0.50%,0.40%
"Boston, MA metro area",24-Jul,$750K,-2.80%,2.00%,"4,159",1.70%,12.50%,"3,874",-19.60%,9.20%,"6,368",-4.70%,23.10%,19,1,0,102.60%,-0.60%,-0.40%
"Boston, MA metro area",22-Aug,$675K,-1.50%,8.00%,"4,911",5.30%,-13.70%,"3,971",-17.20%,-20.50%,"6,362",-12.40%,-2.90%,20,2,1,102.20%,-2.00%,-1.40%
"Boston, MA metro area",17-Jan,$422K,0.50%,6.80%,"3,203",-26.80%,3.90%,"3,463",85.00%,4.70%,"6,346",-2.60%,-18.50%,30,6,-5,98.70%,-0.30%,0.60%
"Boston, MA metro area",20-Jan,$505K,1.00%,6.30%,"3,061",-30.90%,10.10%,"3,333",107.40%,-12.90%,"6,344",3.20%,-9.30%,42,8,8,98.60%,-0.40%,0.10%
"Boston, MA metro area",21-May,$620K,3.20%,17.00%,"4,886",13.80%,57.80%,"6,125",-12.10%,9.90%,"6,151",-5.70%,-28.40%,18,-1,-3,104.20%,1.10%,4.40%
"Boston, MA metro area",19-Dec,$500K,1.70%,9.20%,"4,433",7.70%,17.60%,"1,607",-44.80%,-4.70%,"6,145",-29.50%,-12.10%,34,7,11,99.00%,-0.40%,0.10%
"Boston, MA metro area",22-May,$690K,2.20%,11.30%,"4,528",25.40%,-7.30%,"6,346",7.00%,3.60%,"5,994",7.10%,-2.60%,16,-1,-2,106.30%,0.70%,2.10%
"Boston, MA metro area",18-Mar,$465K,5.70%,7.90%,"3,199",47.60%,-7.60%,"5,310",26.80%,-16.60%,"5,916",4.00%,-19.20%,17,-12,-4,100.10%,0.70%,0.40%
"Boston, MA metro area",23-Sep,$685K,-3.80%,5.40%,"3,065",-19.00%,-23.90%,"4,462",29.80%,-13.40%,"5,891",20.30%,-19.10%,20,1,-1,102.10%,-0.70%,0.70%
"Boston, MA metro area",23-Oct,$685K,0.00%,8.70%,"3,015",-1.60%,-12.30%,"3,797",-14.90%,-2.40%,"5,838",-0.90%,-15.20%,19,-1,-2,102.00%,-0.10%,1.30%
"Boston, MA metro area",22-Nov,$642K,1.90%,5.20%,"3,320",-3.40%,-30.30%,"2,803",-27.90%,-18.80%,"5,756",-16.40%,12.70%,22,1,2,100.40%,-0.30%,-1.80%
"Boston, MA metro area",18-Feb,$440K,-3.30%,10.00%,"2,168",-29.10%,-2.80%,"4,187",39.40%,12.60%,"5,691",8.40%,-11.90%,29,4,-6,99.40%,0.20%,0.50%
"Boston, MA metro area",21-Mar,$576K,4.70%,10.80%,"3,661",41.80%,12.90%,"6,200",61.80%,17.90%,"5,641",10.70%,-23.40%,20,-7,-5,102.10%,1.70%,2.10%
"Boston, MA metro area",24-Aug,$730K,-2.70%,2.50%,"3,872",-6.90%,2.40%,"3,216",-17.00%,-6.40%,"5,640",-11.40%,15.20%,20,1,1,101.60%,-1.00%,-1.10%
"Boston, MA metro area",22-Apr,$675K,6.00%,12.30%,"3,612",11.80%,-15.90%,"5,929",-0.50%,-14.90%,"5,596",15.30%,-14.20%,17,-2,-2,105.60%,1.30%,2.50%
"Boston, MA metro area",23-May,$700K,4.80%,1.40%,"3,446",33.60%,-23.90%,"5,184",26.60%,-18.30%,"5,533",7.20%,-7.70%,18,-1,2,102.90%,0.80%,-3.40%
"Boston, MA metro area",17-Dec,$455K,0.00%,8.30%,"3,998",-12.20%,-8.60%,"1,735",-52.00%,-7.30%,"5,530",-26.00%,-15.20%,21,6,-3,99.50%,-0.30%,0.50%
"Boston, MA metro area",24-Apr,$715K,0.70%,7.10%,"2,935",19.40%,13.80%,"5,130",40.80%,25.30%,"5,470",24.60%,6.00%,18,-2,-1,102.80%,1.10%,0.60%
"Boston, MA metro area",23-Jun,$730K,4.30%,3.50%,"4,484",30.10%,-21.60%,"4,389",-15.30%,-35.60%,"5,329",-3.70%,-26.10%,18,0,2,103.70%,0.80%,-2.20%
"Boston, MA metro area",18-Jan,$455K,0.00%,7.80%,"3,056",-23.60%,-4.60%,"3,004",73.10%,-13.30%,"5,250",-5.10%,-17.30%,25,4,-5,99.20%,-0.30%,0.50%
"Boston, MA metro area",24-Nov,$710K,0.00%,5.20%,"3,074",-9.80%,1.60%,"2,222",-48.60%,-17.30%,"5,230",-22.80%,4.00%,21,0,1,100.80%,-0.50%,-0.70%
