Region,Month of Period End,Median Sale Price,Median Sale Price MoM ,Median Sale Price YoY ,Homes Sold,Homes Sold MoM ,Homes Sold YoY ,New Listings,New Listings MoM ,New Listings YoY ,Inventory,Inventory MoM , Inventory YoY ,Days on Market,Days on Market MoM,Days on Market YoY,Average Sale To List,Average Sale To List MoM ,Average Sale To List YoY 
"Chicago, IL metro area",17-Dec,$227K,0.90%,5.60%,"7,100",-0.60%,0.50%,"4,525",-31.80%,-1.70%,"21,467",-13.70%,-8.70%,49,5,-5,97.00%,0.00%,0.40%
"Chicago, IL metro area",18-Jan,$225K,-0.90%,8.20%,"5,187",-26.90%,-5.80%,"8,210",81.40%,-3.10%,"21,451",-0.10%,-8.80%,56,7,-6,96.70%,-0.20%,0.40%
"Chicago, IL metro area",20-Oct,$275K,-0.50%,14.60%,"10,403",0.80%,34.10%,"10,646",-12.30%,17.30%,"21,383",-4.00%,-27.30%,19,-1,-29,98.20%,0.00%,1.20%
"Chicago, IL metro area",22-Feb,$292K,0.70%,6.20%,"6,184",-2.40%,1.80%,"9,111",21.00%,2.90%,"21,025",20.90%,49.30%,51,19,15,98.90%,0.60%,0.90%
"Chicago, IL metro area",21-Jul,$312K,-2.50%,11.40%,"11,692",-10.20%,7.50%,"13,928",-7.30%,1.90%,"20,735",7.50%,-6.10%,10,2,-14,100.10%,-0.20%,2.20%
"Chicago, IL metro area",22-Nov,$295K,-1.70%,0.50%,"5,860",-11.00%,-34.60%,"5,275",-26.80%,-26.30%,"20,533",-10.30%,26.10%,60,-1,38,98.00%,-0.30%,-0.70%
"Chicago, IL metro area",21-Aug,$305K,-2.20%,7.00%,"11,200",-4.20%,1.30%,"12,119",-13.00%,-5.80%,"20,408",-1.60%,-7.60%,13,3,-8,99.70%,-0.30%,1.70%
"Chicago, IL metro area",21-Sep,$294K,-3.60%,6.30%,"9,961",-11.10%,-3.50%,"11,479",-5.30%,-5.40%,"20,284",-0.60%,-8.90%,15,2,-5,99.20%,-0.50%,1.00%
"Chicago, IL metro area",24-Sep,$350K,-0.40%,9.40%,"6,031",-18.30%,-8.20%,"7,902",-4.30%,4.40%,"19,927",2.40%,6.00%,52,3,2,99.40%,-0.50%,-0.40%
"Chicago, IL metro area",24-Jun,$375K,5.50%,8.70%,"7,471",-4.50%,-14.20%,"8,972",-8.30%,-4.80%,"19,910",2.80%,2.00%,48,1,0,100.80%,0.10%,0.10%
"Chicago, IL metro area",24-Jul,$365K,-2.70%,8.30%,"7,752",3.80%,7.70%,"8,851",-1.30%,5.20%,"19,771",-0.70%,1.50%,48,0,-1,100.50%,-0.20%,0.10%
"Chicago, IL metro area",23-May,$330K,3.10%,0.30%,"7,843",17.80%,-23.00%,"9,505",13.10%,-25.80%,"19,758",2.60%,-23.70%,49,-2,1,100.20%,0.70%,-0.80%
"Chicago, IL metro area",23-Jun,$345K,4.50%,1.50%,"8,704",11.00%,-21.00%,"9,421",-0.90%,-28.10%,"19,517",-1.20%,-27.10%,48,-1,0,100.60%,0.40%,-0.40%
"Chicago, IL metro area",23-Jul,$337K,-2.30%,3.70%,"7,195",-17.30%,-19.70%,"8,417",-10.70%,-21.90%,"19,472",-0.20%,-27.90%,49,1,0,100.40%,-0.20%,0.30%
"Chicago, IL metro area",24-Aug,$352K,-3.70%,4.90%,"7,383",-4.80%,-5.00%,"8,259",-6.70%,-2.80%,"19,469",-1.50%,2.30%,49,1,0,99.90%,-0.60%,-0.30%
"Chicago, IL metro area",24-Oct,$340K,-2.90%,7.90%,"6,376",5.70%,2.90%,"7,597",-3.90%,9.00%,"19,463",-2.30%,6.90%,54,2,3,99.10%,-0.20%,-0.30%
"Chicago, IL metro area",24-May,$356K,1.90%,7.70%,"7,824",9.90%,-0.20%,"9,780",4.00%,2.90%,"19,374",4.80%,-1.90%,47,0,-2,100.60%,0.20%,0.40%
"Chicago, IL metro area",21-Jun,$320K,1.60%,18.80%,"13,022",19.40%,60.90%,"15,030",7.50%,16.20%,"19,286",13.00%,-10.80%,8,-1,-23,100.30%,0.30%,2.90%
"Chicago, IL metro area",23-Apr,$320K,3.60%,-2.30%,"6,660",-2.40%,-29.90%,"8,402",-3.40%,-32.50%,"19,259",2.70%,-22.00%,51,-6,3,99.50%,0.70%,-1.10%
"Chicago, IL metro area",23-Aug,$335K,-0.60%,8.10%,"7,772",8.00%,-13.50%,"8,498",1.00%,-8.70%,"19,026",-2.30%,-25.10%,49,0,-4,100.20%,-0.20%,0.90%
"Chicago, IL metro area",20-Nov,$270K,-1.80%,11.70%,"8,339",-19.80%,27.70%,"7,091",-33.40%,22.20%,"18,881",-11.70%,-27.20%,20,1,-30,98.10%,-0.10%,1.30%
"Chicago, IL metro area",23-Sep,$320K,-4.50%,4.90%,"6,572",-15.40%,-16.60%,"7,568",-10.90%,-11.60%,"18,802",-1.20%,-22.90%,50,1,-7,99.80%,-0.40%,1.10%
"Chicago, IL metro area",23-Mar,$309K,6.60%,-0.30%,"6,827",58.70%,-22.30%,"8,700",32.80%,-29.70%,"18,749",2.70%,-18.80%,57,-18,5,98.80%,0.90%,-1.10%
"Chicago, IL metro area",21-Oct,$293K,-0.30%,6.50%,"9,556",-4.10%,-8.10%,"9,870",-14.00%,-7.30%,"18,735",-7.60%,-12.40%,19,4,0,99.00%,-0.20%,0.80%
"Chicago, IL metro area",24-Apr,$349K,2.90%,9.10%,"7,116",20.50%,6.80%,"9,400",16.70%,11.90%,"18,495",6.80%,-4.00%,47,-3,-4,100.40%,0.70%,0.90%
"Chicago, IL metro area",23-Feb,$290K,1.80%,-0.70%,"4,303",11.30%,-30.40%,"6,553",14.00%,-28.10%,"18,261",5.10%,-13.10%,75,0,24,97.90%,0.30%,-1.00%
"Chicago, IL metro area",23-Oct,$315K,-1.60%,5.00%,"6,196",-5.70%,-5.90%,"6,971",-7.90%,-3.20%,"18,205",-3.20%,-20.50%,51,1,-10,99.50%,-0.30%,1.20%
"Chicago, IL metro area",24-Nov,$349K,2.60%,9.10%,"5,698",-10.60%,6.90%,"5,174",-31.90%,-5.40%,"17,462",-10.30%,2.80%,55,1,3,99.10%,0.00%,0.10%
"Chicago, IL metro area",22-Jan,$290K,0.00%,7.40%,"6,336",-30.60%,2.80%,"7,528",57.00%,-8.00%,"17,394",23.10%,16.40%,32,7,0,98.30%,-0.30%,0.30%
"Chicago, IL metro area",23-Jan,$285K,0.00%,-1.70%,"3,866",-30.50%,-39.00%,"5,750",67.00%,-23.60%,"17,381",2.80%,-0.10%,75,11,43,97.60%,-0.20%,-0.80%
"Chicago, IL metro area",24-Mar,$339K,6.60%,9.70%,"5,905",32.30%,-13.50%,"8,057",6.40%,-7.40%,"17,312",5.40%,-7.70%,50,-15,-7,99.70%,0.70%,0.90%
"Chicago, IL metro area",21-May,$315K,1.00%,18.90%,"10,905",3.90%,71.80%,"13,984",-5.00%,37.10%,"17,064",6.50%,-21.30%,9,-4,-19,100.00%,0.60%,2.70%
"Chicago, IL metro area",23-Nov,$320K,1.60%,8.50%,"5,328",-14.00%,-9.10%,"5,472",-21.50%,3.70%,"16,989",-6.70%,-17.30%,52,1,-8,99.00%,-0.50%,1.00%
"Chicago, IL metro area",22-Dec,$285K,-3.40%,-1.70%,"5,564",-5.10%,-39.00%,"3,444",-34.70%,-28.20%,"16,905",-17.70%,19.70%,64,4,39,97.80%,-0.20%,-0.90%
"Chicago, IL metro area",24-Feb,$318K,1.60%,9.70%,"4,465",11.90%,3.80%,"7,572",41.30%,15.60%,"16,425",13.70%,-10.10%,65,0,-10,99.00%,0.30%,1.10%
"Chicago, IL metro area",21-Nov,$294K,0.20%,8.70%,"8,961",-6.20%,7.50%,"7,161",-27.40%,1.00%,"16,289",-13.10%,-13.70%,22,3,2,98.70%,-0.20%,0.60%
"Chicago, IL metro area",20-Dec,$269K,-0.40%,12.10%,"9,117",9.30%,32.30%,"5,328",-24.90%,20.60%,"16,049",-15.00%,-28.20%,23,3,-32,98.10%,-0.10%,1.30%
"Chicago, IL metro area",21-Apr,$312K,4.00%,13.50%,"10,497",12.80%,45.30%,"14,718",8.30%,113.30%,"16,019",11.20%,-26.60%,13,-11,-12,99.40%,0.70%,1.70%
"Chicago, IL metro area",21-Jan,$270K,0.40%,15.40%,"6,163",-32.40%,20.50%,"8,180",53.50%,-1.60%,"14,947",-6.90%,-32.50%,32,9,-33,98.00%,-0.10%,1.50%
"Chicago, IL metro area",24-Jan,$313K,2.30%,9.80%,"3,989",-24.70%,3.20%,"5,359",52.70%,-6.80%,"14,452",2.40%,-16.90%,65,8,-10,98.70%,0.10%,1.20%
"Chicago, IL metro area",21-Mar,$300K,9.10%,13.20%,"9,305",53.20%,29.20%,"13,590",53.50%,23.70%,"14,400",2.30%,-36.20%,24,-12,-23,98.70%,0.70%,1.20%
"Chicago, IL metro area",21-Dec,$290K,-1.20%,7.80%,"9,128",1.90%,0.10%,"4,795",-33.00%,-10.00%,"14,127",-13.30%,-12.00%,25,3,2,98.70%,-0.10%,0.60%
"Chicago, IL metro area",23-Dec,$306K,-4.40%,7.40%,"5,296",-0.60%,-4.80%,"3,510",-35.90%,1.90%,"14,115",-16.90%,-16.50%,57,5,-7,98.60%,-0.40%,0.80%
"Chicago, IL metro area",21-Feb,$275K,1.80%,13.60%,"6,075",-1.40%,15.50%,"8,854",8.20%,-19.80%,"14,083",-5.80%,-37.50%,36,4,-36,98.10%,0.10%,1.30%
"Chicago, IL metro area",24-Dec,$340K,-2.60%,11.10%,"5,658",-0.70%,6.80%,"3,578",-30.80%,1.90%,"14,009",-19.80%,-0.80%,60,5,3,98.70%,-0.50%,0.00%
"Chicago, IL metro area",25-Jan,$336K,-1.30%,7.20%,"4,293",-24.10%,7.60%,"5,417",51.40%,1.10%,"13,201",-5.80%,-8.70%,70,10,5,98.60%,-0.10%,-0.10%
"Los Angeles, CA metro area",12-Jan,$290K,-6.10%,-6.10%,"5,040",-22.10%,-1.90%,"8,333",51.30%,-9.80%,"24,947",-0.10%,-18.70%,70,3,-1,97.60%,0.10%,-0.50%
"Los Angeles, CA metro area",12-Feb,$300K,3.40%,-4.80%,"5,264",4.40%,12.70%,"8,168",-2.00%,-7.20%,"23,998",-3.80%,-22.20%,68,-2,-10,97.70%,0.00%,-0.40%
"Los Angeles, CA metro area",12-Mar,$310K,3.30%,-3.10%,"6,804",29.30%,3.00%,"8,468",3.70%,-18.00%,"22,330",-7.00%,-27.90%,65,-3,-6,97.90%,0.30%,0.00%
"Los Angeles, CA metro area",12-Apr,$315K,1.60%,-3.10%,"6,642",-2.40%,5.80%,"7,990",-5.60%,-15.30%,"21,250",-4.80%,-32.10%,56,-9,-6,98.10%,0.20%,0.00%
"Los Angeles, CA metro area",19-Jun,$635K,1.60%,0.50%,"6,329",-4.40%,-10.30%,"7,956",-9.90%,-10.40%,"20,050",1.00%,12.70%,45,0,9,99.60%,0.10%,-0.70%
"Los Angeles, CA metro area",19-Jul,$650K,2.40%,3.80%,"6,565",3.70%,0.30%,"7,996",0.50%,-5.50%,"19,860",-0.90%,7.40%,46,1,10,99.40%,-0.20%,-0.70%
"Los Angeles, CA metro area",19-May,$625K,-0.20%,-0.80%,"6,623",9.70%,-1.50%,"8,829",6.20%,-1.70%,"19,843",3.00%,17.50%,45,-3,11,99.60%,0.30%,-0.90%
"Los Angeles, CA metro area",18-Oct,$612K,-0.50%,6.30%,"5,880",12.30%,-7.30%,"7,681",2.70%,9.60%,"19,796",1.10%,22.10%,44,3,3,99.40%,-0.20%,-0.40%
"Los Angeles, CA metro area",12-May,$320K,1.60%,0.00%,"7,375",11.00%,20.60%,"8,392",5.00%,-13.00%,"19,783",-6.90%,-37.80%,50,-6,-7,98.50%,0.40%,0.50%
"Los Angeles, CA metro area",16-Sep,$535K,-1.80%,7.20%,"6,786",-5.10%,2.00%,"8,867",-4.60%,13.20%,"19,632",1.80%,13.10%,39,3,5,99.60%,-0.20%,0.10%
"Los Angeles, CA metro area",18-Sep,$615K,-2.00%,4.40%,"5,235",-24.80%,-20.70%,"7,477",-11.60%,0.60%,"19,573",3.60%,14.80%,41,3,0,99.60%,-0.40%,-0.30%
"Los Angeles, CA metro area",16-Aug,$545K,0.80%,6.90%,"7,153",6.00%,3.90%,"9,296",1.60%,9.40%,"19,277",3.70%,9.30%,36,2,4,99.70%,0.00%,0.10%
"Los Angeles, CA metro area",19-Apr,$626K,1.00%,2.60%,"6,039",12.20%,0.00%,"8,310",6.90%,-4.60%,"19,267",3.30%,20.40%,48,-3,14,99.30%,0.30%,-1.20%
"Los Angeles, CA metro area",19-Aug,$635K,-2.30%,1.20%,"6,652",1.30%,-4.50%,"7,451",-6.80%,-11.90%,"19,001",-4.30%,0.60%,47,1,9,99.40%,0.00%,-0.60%
"Los Angeles, CA metro area",16-Oct,$540K,0.90%,8.20%,"6,211",-8.50%,-3.90%,"7,256",-18.20%,-4.70%,"18,934",-3.60%,13.70%,40,1,5,99.20%,-0.30%,0.00%
"Los Angeles, CA metro area",18-Aug,$628K,0.20%,6.40%,"6,963",6.40%,-8.00%,"8,460",0.00%,3.30%,"18,894",2.20%,9.10%,38,2,0,100.00%,-0.20%,-0.10%
"Los Angeles, CA metro area",19-Sep,$640K,0.80%,4.10%,"5,801",-12.80%,10.80%,"7,215",-3.20%,-3.50%,"18,808",-1.00%,-3.90%,49,2,8,99.40%,0.10%,-0.10%
"Los Angeles, CA metro area",18-Nov,$622K,1.60%,5.80%,"5,088",-13.50%,-14.90%,"5,889",-23.30%,4.60%,"18,795",-5.10%,28.80%,45,1,4,99.10%,-0.20%,-0.80%
"Los Angeles, CA metro area",19-Mar,$620K,3.30%,3.20%,"5,384",37.90%,-15.80%,"7,774",22.00%,-3.70%,"18,651",2.60%,26.40%,51,-8,15,99.00%,0.20%,-1.30%
"Los Angeles, CA metro area",12-Jun,$330K,3.10%,2.80%,"7,620",3.30%,11.80%,"7,919",-5.60%,-18.20%,"18,606",-5.90%,-41.30%,43,-7,-14,98.90%,0.40%,0.90%
"Los Angeles, CA metro area",16-Jul,$541K,0.10%,7.00%,"6,751",-9.90%,-11.00%,"9,149",-3.20%,-1.40%,"18,596",5.70%,5.60%,34,0,3,99.70%,-0.10%,0.10%
"Los Angeles, CA metro area",18-Jul,$627K,-0.90%,6.40%,"6,544",-7.30%,0.80%,"8,464",-4.70%,0.50%,"18,490",4.00%,3.10%,36,0,-1,100.10%,-0.20%,-0.10%
"Los Angeles, CA metro area",19-Feb,$600K,1.40%,0.80%,"3,904",1.90%,-10.40%,"6,374",-7.20%,-13.80%,"18,178",4.70%,26.70%,59,0,18,98.80%,0.30%,-1.10%
"Los Angeles, CA metro area",17-Jul,$589K,0.50%,9.00%,"6,489",-19.10%,-3.90%,"8,418",-6.60%,-8.00%,"17,939",2.70%,-3.50%,37,2,3,100.20%,0.00%,0.50%
"Los Angeles, CA metro area",14-Sep,$470K,-1.90%,8.60%,"6,033",-6.20%,-2.90%,"7,618",-3.30%,-3.80%,"17,854",3.60%,23.90%,31,5,11,99.10%,-0.10%,-1.30%
"Los Angeles, CA metro area",18-Jun,$632K,0.30%,7.80%,"7,059",5.00%,-12.00%,"8,880",-1.20%,-1.40%,"17,787",5.30%,1.80%,36,2,1,100.30%,-0.10%,0.10%
"Los Angeles, CA metro area",19-Oct,$640K,0.00%,4.60%,"6,248",7.70%,6.30%,"6,867",-4.80%,-10.60%,"17,758",-5.60%,-10.30%,49,0,5,99.40%,-0.10%,0.00%
"Los Angeles, CA metro area",15-Aug,$510K,1.00%,6.50%,"6,883",-9.30%,7.10%,"8,498",-8.40%,7.80%,"17,630",0.10%,2.30%,32,1,6,99.60%,0.00%,0.30%
"Los Angeles, CA metro area",15-Jul,$505K,-0.40%,6.50%,"7,588",0.80%,12.80%,"9,281",-1.10%,6.70%,"17,613",2.90%,4.50%,31,1,9,99.60%,0.00%,0.00%
"Los Angeles, CA metro area",16-Jun,$540K,0.00%,6.50%,"7,489",11.10%,-0.60%,"9,453",7.70%,0.70%,"17,590",5.20%,2.80%,34,-1,4,99.90%,0.10%,0.20%
"Los Angeles, CA metro area",14-Oct,$475K,1.10%,9.20%,"6,416",6.30%,-4.00%,"7,867",3.30%,2.00%,"17,515",-1.90%,23.40%,38,7,15,99.00%,-0.10%,-1.00%
"Los Angeles, CA metro area",12-Jul,$335K,1.50%,3.10%,"7,147",-6.20%,15.10%,"7,634",-3.60%,-13.70%,"17,498",-6.00%,-44.50%,42,-1,-15,99.20%,0.30%,1.20%
"Los Angeles, CA metro area",17-Jun,$586K,1.60%,8.50%,"8,023",12.80%,7.10%,"9,009",-1.60%,-4.70%,"17,467",2.30%,-0.70%,35,-1,1,100.20%,0.10%,0.40%
"Los Angeles, CA metro area",16-Nov,$545K,0.90%,9.90%,"6,044",-2.70%,23.30%,"5,749",-20.80%,-2.20%,"17,401",-8.10%,12.50%,42,2,4,99.20%,0.00%,0.10%
"Los Angeles, CA metro area",19-Jan,$592K,-1.40%,2.90%,"3,830",-21.70%,-14.50%,"6,867",97.00%,-2.00%,"17,370",7.80%,32.10%,59,8,12,98.50%,-0.40%,-1.00%
"Los Angeles, CA metro area",15-Sep,$499K,-2.20%,6.20%,"6,652",-3.40%,10.30%,"7,835",-7.80%,2.80%,"17,357",-1.50%,-2.80%,34,2,3,99.40%,-0.20%,0.30%
"Los Angeles, CA metro area",17-Aug,$590K,0.20%,8.30%,"7,566",16.60%,5.80%,"8,191",-2.70%,-11.90%,"17,315",-3.50%,-10.20%,38,1,2,100.10%,-0.20%,0.30%
"Los Angeles, CA metro area",14-Aug,$479K,1.10%,8.90%,"6,429",-4.40%,-15.30%,"7,882",-9.40%,-8.40%,"17,238",2.30%,26.80%,26,4,8,99.30%,-0.40%,-1.50%
"Los Angeles, CA metro area",15-Jun,$507K,2.50%,9.00%,"7,531",12.20%,16.60%,"9,385",8.00%,11.00%,"17,111",4.00%,12.10%,30,-3,8,99.70%,0.00%,0.00%
"Los Angeles, CA metro area",17-May,$577K,3.00%,6.90%,"7,114",19.60%,5.60%,"9,157",8.80%,4.40%,"17,081",2.40%,2.20%,36,-1,1,100.10%,0.00%,0.40%
"Los Angeles, CA metro area",17-Sep,$589K,-0.20%,10.10%,"6,598",-12.80%,-2.80%,"7,430",-9.30%,-16.20%,"17,055",-1.50%,-13.10%,41,3,2,99.90%,-0.10%,0.40%
"Los Angeles, CA metro area",18-May,$630K,3.30%,9.20%,"6,723",11.30%,-5.50%,"8,984",3.10%,-1.90%,"16,892",5.60%,-1.10%,34,0,-2,100.40%,0.00%,0.30%
"Los Angeles, CA metro area",14-Jul,$474K,1.90%,10.00%,"6,728",4.20%,-7.60%,"8,699",2.90%,-5.00%,"16,850",10.40%,28.40%,22,0,6,99.70%,0.00%,-1.30%
"Los Angeles, CA metro area",16-May,$540K,1.90%,9.20%,"6,738",4.60%,0.40%,"8,774",-1.40%,1.00%,"16,715",3.10%,1.60%,35,0,2,99.70%,0.10%,0.10%
"Los Angeles, CA metro area",20-Oct,$735K,0.70%,14.80%,"6,979",3.90%,11.70%,"8,626",1.70%,25.60%,"16,682",1.40%,-6.10%,37,-2,-12,101.00%,0.20%,1.60%
"Los Angeles, CA metro area",17-Apr,$560K,0.90%,5.70%,"5,949",-10.00%,-7.60%,"8,420",-6.60%,-5.40%,"16,673",4.80%,2.80%,37,-5,2,100.10%,0.60%,0.50%
"Los Angeles, CA metro area",15-Oct,$499K,0.00%,5.10%,"6,465",-2.80%,0.80%,"7,610",-2.90%,-3.30%,"16,656",-4.00%,-4.90%,35,1,-3,99.30%,-0.20%,0.20%
"Los Angeles, CA metro area",20-Sep,$730K,2.80%,14.10%,"6,716",6.50%,15.80%,"8,482",2.00%,17.60%,"16,458",1.20%,-12.50%,39,-1,-10,100.70%,0.50%,1.30%
"Los Angeles, CA metro area",15-May,$495K,0.10%,6.30%,"6,712",0.50%,4.40%,"8,688",-3.70%,1.90%,"16,453",3.10%,18.20%,33,0,10,99.70%,0.20%,-0.10%
"Los Angeles, CA metro area",20-Aug,$710K,1.40%,11.80%,"6,306",1.00%,-5.20%,"8,317",-2.10%,11.60%,"16,259",1.90%,-14.40%,40,-2,-7,100.20%,0.30%,0.80%
"Los Angeles, CA metro area",16-Apr,$530K,2.30%,7.20%,"6,441",4.30%,-3.60%,"8,896",1.70%,-1.40%,"16,215",4.30%,1.60%,35,-2,2,99.60%,0.10%,0.20%
"Los Angeles, CA metro area",17-Oct,$576K,-2.20%,6.70%,"6,342",-3.90%,2.10%,"7,006",-5.70%,-3.40%,"16,207",-5.00%,-14.40%,41,0,1,99.80%,-0.10%,0.50%
"Los Angeles, CA metro area",14-Nov,$465K,-2.10%,8.10%,"5,102",-20.50%,-9.60%,"5,438",-30.90%,-4.50%,"16,146",-7.80%,22.60%,41,3,15,98.80%,-0.30%,-0.90%
"Los Angeles, CA metro area",18-Dec,$600K,-3.50%,2.60%,"4,890",-3.90%,-18.30%,"3,486",-40.80%,-3.30%,"16,119",-14.20%,34.80%,51,6,7,98.90%,-0.30%,-0.90%
"Los Angeles, CA metro area",18-Apr,$610K,1.50%,8.90%,"6,041",-5.50%,1.50%,"8,713",7.90%,3.50%,"15,998",8.50%,-4.00%,34,-2,-3,100.40%,0.10%,0.30%
"Los Angeles, CA metro area",20-Jul,$700K,6.90%,7.70%,"6,243",35.20%,-4.90%,"8,494",16.80%,6.20%,"15,957",2.70%,-19.70%,42,-1,-4,99.90%,0.60%,0.50%
"Los Angeles, CA metro area",15-Apr,$494K,3.00%,7.90%,"6,679",9.20%,6.00%,"9,026",4.80%,9.60%,"15,953",4.40%,18.30%,33,-3,9,99.40%,0.30%,-0.10%
"Los Angeles, CA metro area",17-Mar,$555K,2.80%,7.10%,"6,612",45.80%,7.00%,"9,016",36.20%,3.10%,"15,916",5.60%,2.40%,42,-11,5,99.50%,0.40%,0.00%
"Los Angeles, CA metro area",19-Nov,$639K,-0.20%,2.70%,"5,511",-11.80%,8.30%,"4,951",-27.90%,-15.90%,"15,847",-10.80%,-15.70%,48,-1,3,99.50%,0.20%,0.40%
"Los Angeles, CA metro area",24-Sep,$885K,-1.70%,1.70%,"4,014",-13.40%,2.90%,"5,985",0.30%,15.10%,"15,846",3.70%,35.20%,43,4,7,100.20%,-0.20%,-0.90%
"Los Angeles, CA metro area",12-Aug,$337K,0.60%,7.00%,"7,923",10.90%,20.00%,"7,424",-2.80%,-18.50%,"15,735",-10.10%,-48.80%,39,-3,-19,99.10%,-0.10%,1.30%
"Los Angeles, CA metro area",24-Oct,$900K,1.70%,2.30%,"4,534",13.00%,15.60%,"5,821",-2.70%,9.10%,"15,631",-1.40%,29.20%,45,2,8,100.10%,0.00%,-0.60%
"Los Angeles, CA metro area",16-Mar,$518K,3.60%,7.90%,"6,177",38.10%,1.00%,"8,743",14.70%,1.50%,"15,544",3.70%,1.70%,37,-8,1,99.50%,0.60%,0.40%
"Los Angeles, CA metro area",20-Jun,$655K,3.10%,3.10%,"4,619",46.40%,-27.00%,"7,274",14.00%,-8.60%,"15,540",4.20%,-22.50%,43,-1,-2,99.30%,0.00%,-0.30%
"Los Angeles, CA metro area",15-Nov,$496K,-0.60%,6.70%,"4,902",-24.20%,-3.90%,"5,879",-22.70%,8.10%,"15,462",-7.20%,-4.20%,38,3,-3,99.20%,-0.10%,0.40%
"Los Angeles, CA metro area",20-Nov,$718K,-2.30%,12.40%,"6,137",-12.10%,11.40%,"6,056",-29.80%,22.30%,"15,321",-8.20%,-3.30%,38,1,-10,101.00%,0.10%,1.50%
"Los Angeles, CA metro area",22-Jul,$861K,-3.30%,4.90%,"4,965",-18.90%,-32.40%,"7,190",-13.60%,-19.70%,"15,316",8.30%,8.00%,34,5,3,101.90%,-1.80%,-1.60%
"Los Angeles, CA metro area",15-Mar,$480K,2.10%,6.70%,"6,115",42.20%,11.00%,"8,616",16.60%,5.10%,"15,287",0.50%,14.60%,36,-9,10,99.10%,0.40%,-0.40%
"Los Angeles, CA metro area",24-Aug,$900K,-2.20%,3.40%,"4,635",-0.40%,-0.40%,"5,968",-7.50%,10.00%,"15,280",0.60%,35.20%,39,3,5,100.40%,-0.70%,-1.30%
"Los Angeles, CA metro area",14-Jun,$465K,0.00%,6.90%,"6,459",0.40%,-7.10%,"8,453",-0.90%,-1.20%,"15,262",9.70%,27.30%,22,-1,6,99.70%,0.00%,-1.50%
"Los Angeles, CA metro area",15-Feb,$470K,1.10%,8.80%,"4,300",-2.70%,-3.20%,"7,387",0.00%,7.60%,"15,214",4.40%,19.10%,45,-5,13,98.80%,0.40%,-0.40%
"Los Angeles, CA metro area",22-Aug,$845K,-1.80%,2.40%,"5,109",2.90%,-27.40%,"6,509",-9.50%,-19.10%,"15,198",-0.80%,8.20%,38,4,6,100.40%,-1.50%,-2.80%
"Los Angeles, CA metro area",24-Jul,$920K,-0.50%,7.00%,"4,653",7.90%,13.50%,"6,449",1.30%,19.30%,"15,186",4.50%,34.40%,36,0,4,101.00%,-0.20%,-0.70%
"Los Angeles, CA metro area",17-Feb,$540K,0.00%,8.00%,"4,536",-5.70%,1.40%,"6,619",-0.40%,-13.20%,"15,070",1.40%,0.50%,53,0,8,99.10%,0.20%,0.20%
"Los Angeles, CA metro area",22-Sep,$840K,-0.60%,2.40%,"4,827",-5.50%,-30.80%,"5,783",-11.20%,-25.00%,"15,013",-1.20%,10.10%,43,5,9,99.60%,-0.80%,-3.00%
"Los Angeles, CA metro area",16-Feb,$500K,0.00%,6.40%,"4,474",-4.30%,4.00%,"7,625",8.00%,3.20%,"14,990",4.80%,-1.50%,45,1,0,98.90%,0.10%,0.10%
"Los Angeles, CA metro area",20-May,$635K,-2.30%,1.60%,"3,156",-17.70%,-52.30%,"6,379",45.70%,-27.70%,"14,916",9.80%,-24.80%,44,6,-1,99.20%,-0.80%,-0.30%
"Los Angeles, CA metro area",17-Jan,$540K,0.90%,8.00%,"4,808",-24.10%,2.80%,"6,643",71.70%,-5.90%,"14,866",2.60%,4.00%,53,4,9,99.00%,-0.10%,0.10%
"Los Angeles, CA metro area",18-Mar,$601K,1.00%,8.30%,"6,393",46.70%,-3.30%,"8,073",9.20%,-10.50%,"14,751",2.80%,-7.30%,36,-5,-6,100.30%,0.40%,0.80%
"Los Angeles, CA metro area",17-Nov,$588K,2.10%,7.90%,"5,981",-5.70%,-1.00%,"5,629",-19.70%,-2.10%,"14,596",-9.90%,-16.10%,41,0,-1,100.00%,0.20%,0.70%
"Los Angeles, CA metro area",22-Oct,$825K,-1.80%,1.90%,"4,156",-13.90%,-38.90%,"5,260",-9.00%,-27.30%,"14,594",-2.80%,12.40%,44,1,10,99.50%,-0.10%,-3.10%
"Los Angeles, CA metro area",15-Jan,$465K,-0.40%,9.40%,"4,421",-26.40%,-7.70%,"7,389",72.20%,1.20%,"14,572",6.30%,15.90%,50,6,17,98.40%,-0.30%,-0.80%
"Los Angeles, CA metro area",24-Jun,$925K,2.20%,7.50%,"4,311",-9.10%,-11.30%,"6,369",-6.90%,9.40%,"14,535",7.00%,33.50%,36,1,2,101.30%,0.00%,-0.20%
"Los Angeles, CA metro area",16-Dec,$535K,-1.80%,4.90%,"6,335",4.80%,-3.50%,"3,868",-32.70%,-11.40%,"14,484",-16.80%,10.60%,49,7,10,99.10%,-0.20%,0.10%
"Los Angeles, CA metro area",12-Sep,$349K,3.40%,10.60%,"6,343",-19.90%,0.80%,"6,599",-11.10%,-21.00%,"14,469",-8.00%,-52.00%,37,-2,-23,99.10%,0.00%,1.30%
"Los Angeles, CA metro area",24-Nov,$899K,-0.10%,2.70%,"3,873",-14.60%,10.10%,"4,117",-29.30%,-2.90%,"14,411",-7.80%,24.70%,47,2,9,99.90%,-0.20%,-0.50%
